,x1,x2,y
136,-1.550014189,1.64850401,37.40245051
137,-1.297379656,-0.073119646,12.51754155
138,-1.149554063,-0.603839553,-32.2059184
139,0.251484415,-2.28862004,-88.92332314
140,-0.860153385,-0.46744101,-22.06411481
141,-2.772592756,0.399046346,62.92316992
142,0.085951973,-0.454080363,-25.89906985
143,-1.31839587,-0.067275609,22.61192669
144,0.003770889,0.698457149,13.41260731
145,-0.822828324,-0.612625739,-45.65348353
146,1.543014595,-0.739562996,-11.83656259
147,1.859346334,0.045165856,30.74571166
148,-0.468476045,-0.401557544,-24.57292532
149,0.307264781,0.3191184,13.76289887
150,-0.629650427,-2.17893152,-99.92914061
151,-0.651025593,0.856830612,61.1819119
152,1.696181573,0.448195284,7.350923
153,-0.803850404,-1.300346832,-76.23735743
154,0.439042958,0.543311891,40.47115131
155,-1.099400791,0.376425531,26.58765525
156,-0.477974004,-1.84306955,-49.64164588
157,0.189499638,3.170974773,141.1235076
158,0.608962342,-0.361113135,30.92075603
159,1.454273507,0.144043571,-2.451732989
160,0.097400166,-0.310886172,6.370745371
161,0.445393251,-0.21694957,-17.71054006
162,-0.269389778,-0.77429508,-22.13637287
163,-0.948932811,-0.039267991,-16.23615491
164,-0.252710672,-0.344196456,-3.059773863
165,0.994394391,1.738872677,44.07385425
166,2.23201639,0.027509702,7.409424332
167,1.123905306,-0.276822995,-27.50207841
168,-1.048170407,0.607111672,32.53800408
169,1.054757925,0.250998116,31.46922455
170,0.499498233,1.267411655,85.51842804
171,-2.655619093,0.862596011,49.92103576
172,0.769430178,-0.162218448,-9.111652875
173,-1.214077403,-0.687837611,-58.86622516
174,1.849263728,-0.435153552,-28.55521635
175,0.401499055,-2.239604059,-98.91340223
176,1.151733975,-2.777359145,-123.4622629
177,0.608843834,0.286343689,19.42509707
178,0.82461822,-0.18375573,-16.26564984
179,0.097896145,0.452489093,25.13039169
180,0.097219232,0.214965591,-22.66487792
181,0.117090872,2.320799839,127.7280519
182,-1.391505269,0.934179748,50.17411674
183,-0.358114075,-1.147610945,-55.56924357
184,0.279095764,0.463130329,25.41723338
185,0.922206672,0.61407937,61.5311619
186,2.290467071,0.540123026,41.38956399
187,-1.405560047,0.131573968,27.99924895
188,-0.421327587,0.768770644,62.67331889
189,0.002571182,-0.483249542,-41.16424824
190,0.032808748,-0.749690345,-37.17203496
191,-0.074804983,-0.496102334,-38.42237267
192,-1.210542994,-1.444940199,-58.18991606
193,0.417318821,-1.550429345,-72.67604922
194,-0.155010093,0.947251968,11.92842665
195,-1.446940335,-0.762361537,-46.48779488
196,-0.50703477,-1.557998528,-68.04933138
197,-0.130439734,0.770673054,51.69971702
198,0.327066209,0.832650739,14.28955515
199,1.99795608,-1.421919872,-60.65457369
200,-0.319328417,0.141953163,-11.36237661
201,0.087551241,0.949420807,-0.861604307
202,1.670943033,0.183339199,22.49991057
203,0.890671681,0.623453609,35.22917526
204,-0.531605908,-0.792286662,-14.07577867
205,0.625118656,-0.782366967,-70.29729623
206,2.132153411,0.234821526,0.404566778
207,1.471321956,0.364481249,11.42814126
208,-0.286887192,-0.042171451,-24.34705507
209,-0.309377593,0.284790599,26.28638066
210,0.063261994,-1.540797014,-15.48941638
211,-0.1162297,0.507238951,18.44243958
212,0.175818953,-0.66005632,-30.08774946
213,-0.470637658,-0.554309627,-28.37381628
214,-0.041400812,-1.359780726,-63.14481814
215,0.318727653,0.920858824,21.58276597
216,-0.410381794,1.401344831,53.1714686
217,0.172504416,1.15418403,80.85017728
218,-1.471835007,-0.985510738,-41.00900026
219,1.45871475,-1.60473853,-58.93551746
220,0.76691967,0.985317509,67.76489095
221,0.487972683,0.831351058,66.84964557
222,-0.172200793,1.32435875,33.79044389
223,-0.657951045,1.011842433,64.96578718
224,0.400530685,1.103693957,56.06578259
225,-0.460719787,0.666383082,5.533778706
226,0.022959756,-0.852585847,-12.21176145
227,-0.821534517,0.082611032,-16.27640492
228,0.044022276,0.297514354,16.79087301
229,0.079121724,-0.045113304,-17.74452042
230,-1.495679516,0.704111022,25.27598256
231,-0.008209882,-0.326560978,-17.67693336
232,1.336527949,2.163235949,57.26516128
233,1.077743806,-0.13370156,-11.67817436
234,-1.544771097,-1.000215347,9.193826603
235,-0.108003837,-0.528670659,-31.65302783
236,-0.085614954,0.983636196,34.22009647
237,-0.57891814,0.038118,-1.772754713
238,0.196557401,-0.729044659,-38.65570065
239,-0.271771566,-0.128241974,8.689947545
240,-1.159420516,-0.395228983,-35.16631633
241,-1.368245095,-0.839632447,-61.82344793
242,-0.506816354,-1.188859258,-32.47813057
243,0.976639036,0.208274978,16.19629653
244,2.064492861,-2.030684468,-95.91218817
245,-1.347759061,1.883150697,64.69830979
246,1.742668781,0.284279671,-5.861635024
247,0.078211181,0.217179633,21.70554846
248,-0.134132783,-0.169758294,5.331844586
249,-1.406104771,1.209850126,43.23285796
250,-1.610878403,2.116791021,93.23954658
251,-0.804753741,0.863519658,8.850164357
252,-0.539454633,-2.016406628,-95.63590474
253,-0.398148129,1.355442703,45.84224577
254,1.329062847,0.960693398,3.92610345
255,1.276075346,-1.298686722,-34.5456271
256,-0.263937349,-0.055352548,-8.842668715
257,0.390093323,1.955912308,87.01452728
258,-1.980565591,0.131911756,8.461278164
259,1.569259615,0.012231984,-15.49224711
260,-0.349943365,-1.029935283,-5.226752555
261,-0.523250943,-0.480242042,-30.6960353
262,0.943260725,-0.704700276,-12.70593735
263,0.587259379,0.812674042,13.55096702
264,0.900826487,-1.165149841,-52.70331449
265,0.096321356,0.163928572,5.869308122
266,-1.374951293,-0.353993911,-8.813698118
267,-0.34804638,-0.255957669,-15.53086318
268,-0.800082476,-0.40123471,-9.136784427
269,-0.179924836,1.178779571,37.16470678
270,0.487015326,0.493644088,14.80783686
271,-0.707505698,0.67057045,8.297340862
272,0.75746833,1.866683148,44.45263838
273,0.192753849,-0.919113445,-6.625009408
274,-0.52164151,-0.813595997,-36.93449301
275,0.097750802,0.197828168,-23.70223896
276,-0.987286693,0.596906481,-34.52161838
277,0.173711853,-0.528869854,-36.87446441
278,-1.119628234,-0.723928704,-34.95422167
279,-1.348424319,-0.957147473,-22.62158677
280,-0.51029274,-0.386870847,0.180282873
281,-0.298759601,0.699136154,-19.20470846
282,1.659550796,-0.684010898,-18.74498827
283,-0.36385881,0.589879821,1.136964062
284,0.323625765,0.017515613,37.18964905
285,-1.022506844,-2.255564229,-111.0480512
286,-0.092112115,0.031267547,6.035240403
287,-1.401347293,-0.817493098,-19.55511547
288,0.820247837,-1.054628464,-23.37129825
289,-0.114225551,-1.079343166,-28.80548067
290,-0.137779214,0.319431833,11.68198389
291,1.094638375,-0.788669255,-13.22849653
292,-0.593777448,0.018791792,-18.73051891
293,1.329141283,0.165863523,-3.506250459
294,-0.268372735,0.764497453,67.89754111
295,-1.641703229,-0.730873586,-26.11330325
296,1.785870494,0.010500021,21.59006745
297,1.079618592,1.152331565,36.08387841
298,-1.884585845,-0.545711974,-16.25718218
299,-1.416906113,-0.466845546,-36.08291504
300,-0.233466662,-0.309114445,-4.909856081
301,1.563404745,0.161559267,-10.26162525
302,0.142061805,0.370825001,34.25450085
303,-1.661598291,0.772694837,-1.877204747
304,-0.145274457,0.330532743,22.62299167
305,1.936712462,0.403896021,16.49474777
306,-0.09024385,2.149574535,102.4221178
307,-0.857078189,-1.043129498,-22.25126666
308,-0.793117363,-0.960504382,-64.24242652
309,0.950833697,1.054177909,39.65177302
310,1.412151698,-0.923912016,-24.63282447
311,-0.581268477,-0.347450652,-7.367228639
312,0.720033759,0.010349315,-13.2519421
313,-0.293485055,1.740629446,48.90177857
314,1.462214171,1.431567757,36.23379422
315,-0.585431204,-1.279689173,-110.2746765
316,1.695969533,2.488441614,98.3071007
317,-0.214166656,1.849591247,100.3215073
318,-2.559184666,1.078197304,57.95817554
319,0.906044658,1.86755896,118.418542
320,1.614249547,0.22734595,-23.49490182
321,-0.525640593,0.936398544,60.83816766
322,-0.026192237,0.498052405,-4.468285224
323,-0.107305276,-0.061626402,-1.553466114
324,0.101407147,-1.005311872,-48.32450677
325,0.243168215,0.77083696,12.43901325
326,-0.946740411,-0.83519269,-15.42495312
327,-0.792115021,1.712305221,94.60230984
328,-0.438074302,-0.509652182,-2.012270415
329,-0.326318462,0.512836458,33.04488171
330,-0.152774424,0.352816606,-10.40621468
331,-0.547518101,-1.109477554,-56.50867571
332,-1.18388064,0.773252977,24.7258617
333,0.190311558,0.367544896,17.24361376
334,0.428331871,-0.028182228,-3.71453778
335,0.77905122,-0.36343778,-30.56534324
336,-0.689449185,1.364531848,38.50047315
337,0.056165342,-0.311552532,18.80439043
338,-0.324730265,-0.02852887,1.989291781
339,-2.047323613,1.030438267,13.86034547
340,0.620358298,-0.479655814,-39.72076133
341,1.12778363,0.241203964,-2.405751301
342,0.303603904,-1.824256656,-40.70260723
343,0.37816252,0.154947426,25.7595162
344,-1.744187757,-0.448767013,-30.65182135
345,0.785803827,1.411172064,65.95913613
346,-1.051880103,-0.507517602,-39.93049868
347,0.302471898,0.066517222,-3.43070178
348,0.213017167,-0.659942705,-27.12190912
349,0.078514025,-0.653284702,-65.58776148
350,-0.109882779,-0.202896841,-17.20235606
351,1.405365439,-2.115056015,-89.88583346
352,-0.518900204,1.117305316,62.78997188
353,0.329622982,0.223843563,9.789949012
354,-1.153950364,-2.582796633,-86.15421636
355,-0.094392506,0.466379574,39.53753477
356,2.02347195,-0.34978218,-15.81938685
357,-1.050653837,-0.099008311,3.166964036
358,-1.140196301,-1.177628962,-81.32800461
359,-0.059928003,-0.388154192,-49.60064688
360,-0.408014709,0.252803505,33.52020499
361,1.079194728,-0.023423105,-8.232073962
362,0.064856106,1.224870564,43.84309909
363,-0.345981776,-0.955945,-46.7374693
364,1.318551018,-2.158068564,-79.44015102
365,0.379151736,-0.017020414,1.733067663
366,1.017020991,-0.938981573,-73.59114319
367,0.404761812,-0.13190864,21.04864576
368,0.049857267,0.687881391,38.2112628
369,1.426316861,-0.971170665,-25.12982776
370,-0.988001942,-0.104343491,-7.906572942
371,0.679974844,-0.704921353,-36.43803979
372,-0.22007578,-0.799913623,-27.85035248
373,-0.952644953,0.16066119,-12.82104216
374,-0.552540673,1.021790586,34.04768575
375,0.544144752,0.954189581,25.63945248
376,-0.370242441,0.466166426,2.349706071
377,0.66325809,0.348169235,-1.573455777
378,-0.036883531,0.030546581,-24.24938089
379,-1.520039285,-0.598150453,-25.08267963
380,-1.616474189,-0.353431749,-19.79081642
381,0.020334182,-2.364173817,-88.50274254
382,1.029438829,0.771405949,34.96658247
383,-0.425542213,0.027762132,5.527329665
384,1.389145316,0.225581664,-7.620574186
385,0.051820389,0.677462169,25.45665123
386,-0.858919908,-0.22247701,18.8598964
387,-0.355028731,-0.300478786,-3.280178205
388,-0.466419097,0.786327962,63.65550238
389,-0.807648488,-0.185053671,-16.22929092
390,-1.016738649,0.227392775,-2.938142596
391,1.426158752,-0.455825348,1.109374242
392,-1.309412146,-1.482883358,-42.35899129
393,0.051945396,-0.907298364,-22.12196768
394,0.232181036,0.156506538,-8.595580392
395,0.104714029,-0.422314824,3.686648484
396,0.328301295,-0.860262452,-32.86956202
397,0.396086585,1.422983497,43.26143201
398,0.823504154,0.771790551,41.61755098
399,-0.65989173,-1.951804101,-61.75199985
400,0.346494442,1.145262173,40.18658657
401,0.393062934,0.219509556,26.05888425
402,0.40520408,0.940917615,22.3744537
403,1.922324755,-1.422794909,-65.76996971
404,0.968882639,-0.657926093,-6.698730065
405,2.021043561,0.338904125,22.11027525
406,-0.101281486,1.327782696,61.68674685
407,0.40326454,-0.453804041,-15.81525814
408,0.252496627,-0.91800477,-73.35314493
409,2.339624806,0.045134015,3.727373505
410,-1.208573654,0.213480049,28.83027742
411,0.172339139,-0.832186034,-47.80454049
412,-0.599224277,0.435546159,8.011104526
413,0.379235534,0.351780111,16.17673751
414,-0.461584605,-1.315907411,-43.37809731
415,-0.448465006,-0.589228987,-18.47164009
416,0.545657323,-0.356871528,-9.129560084
417,-1.676003806,-0.309012969,5.08656078
418,-1.47931598,-0.120406639,-5.901014774
419,1.149379383,-0.430461912,-34.30143494
420,-0.362741166,-0.634322094,-26.05430857
421,-1.506998398,1.285984007,60.84448507
422,-0.082034153,0.018922104,5.776023488
423,0.055492225,1.455807952,27.56729768
424,0.0941923,-0.198398897,17.40728207
425,-1.81807763,0.540773585,55.76888648
426,-0.132988422,1.754986154,70.94770011
427,-0.178589092,-0.930156503,-17.98304284
428,-1.96862469,-1.332211655,-72.94096423
429,-1.168093498,-0.039282818,21.27962924
430,0.298977456,0.055171355,-8.361470425
431,1.13307988,-0.131054012,2.345760384
432,0.278081048,-0.060287534,16.07226811
433,-0.821549826,-1.006036858,-20.55852578
434,-0.216343978,0.156476257,11.41858219
435,0.821405937,-0.014857703,29.8648475
436,-2.320594276,0.286904488,0.238497135
437,0.678380099,0.936129148,34.04229039
438,-0.521189312,-0.6522936,-35.54082526
439,-0.887180942,-1.601836049,-44.93413464
440,-1.079931508,1.126635922,76.63823743
441,0.164227755,1.648134932,52.90906556
442,-0.443836093,-0.384645423,8.518003747
443,-1.31097037,-1.141901419,-48.71716413
444,-0.564301033,-0.085115603,23.6853045
445,-1.006365522,0.215240468,35.17263629
446,0.607992509,0.246648955,-19.50113738
447,0.25871644,-0.074667978,13.87049485
448,1.013972154,-0.957158098,-61.07915351
449,1.435049387,0.275600674,-22.0832249
450,-1.826911378,0.876726774,12.39760839
451,1.054451727,-1.070752622,-15.37192433
452,-1.077099069,0.074586407,9.399894927
453,1.397896261,0.239145581,-17.96111086
454,0.052165079,-1.104383339,-44.26511938
455,1.124419185,-0.591402668,-23.65883706
456,-1.781562856,0.195069697,14.71655016
457,-0.809626576,0.859104193,32.91262222
458,0.676908035,0.426258731,-2.658297378
459,0.400157208,1.764052346,52.90752773
460,-0.316655295,-0.401297805,-22.06647037
461,-1.791327548,-0.365055217,-25.4312828
462,0.211497013,1.265077838,40.40008117
463,-0.067134155,-1.632423302,-68.97521224
464,0.508067909,0.966768011,42.09203854
465,-0.09815039,0.279924599,38.80634912
466,-0.539132637,0.755740289,46.20453073
467,-0.303098253,1.385261547,77.19151413
468,0.880937561,-2.99461286,-143.7168791
469,0.381416254,0.098377907,-24.48245338
470,1.943621186,-1.173123405,-61.00351181
471,-0.678095461,-0.206944711,-24.26592539
472,-0.840290395,-0.311976108,-5.908985315
473,-0.913079218,-0.222605681,-31.397476
474,1.714831609,0.466290044,25.27139672
475,0.597212504,1.001331017,73.67664889
476,0.028620504,-1.259787343,-45.01934681
477,0.411334243,-1.808143926,-86.60074953
478,-0.56157875,1.608522156,42.86329031
479,-1.317174789,-0.27120734,-1.160141383
480,0.158433847,1.401523416,59.68817855
481,1.298021972,1.100284338,55.99563883
482,-1.829740411,0.453781913,20.31758175
483,-0.590057646,-1.405962916,-65.23180927
484,1.548066801,-0.796775306,3.084174121
485,0.635424527,0.879389942,82.94016887
486,0.336015743,-0.035742734,3.528107898
487,1.65813068,-1.306526852,-67.23668977
488,1.895889176,1.488252194,64.1007778
489,0.531178367,0.82455722,36.90014542
490,-0.086455283,-0.163254949,-4.807306206
491,0.436638475,1.808131811,115.5926472
492,0.539249191,-0.769916074,-83.82776328
493,-0.375222401,0.73242401,-12.18304871
494,0.246602186,0.420918284,11.49122519
495,-1.429991259,-1.03148246,-59.4187133
496,-0.898942156,-0.858972388,-72.40987978
497,-1.263172912,-0.340692344,22.09018903
498,1.8227236,-0.851729197,-9.048364464
499,-0.912783494,-1.945703083,-110.0125008
500,0.314817205,-0.97110457,-45.51096788
501,0.335844721,1.40284474,54.45625583
502,-1.536243686,0.46566244,-4.139186248
503,-0.888720257,0.242117961,18.20229948
504,1.049093188,-0.156023891,4.384062255
505,0.128982911,0.729090562,38.6923967
506,0.41287082,0.289120505,17.20848347
507,0.651781262,0.338225474,23.14204113
508,-0.317543094,-0.058586551,-18.50538366
509,1.301428072,-1.179157931,-56.15896398
510,-0.747454811,-0.413618981,-37.46964831
511,0.696438673,0.192728996,21.18836031
512,0.37775917,1.631597428,104.7909808
513,-0.390953375,-0.652408582,-51.53076861
514,-1.214401383,-1.139008193,-13.6308852
515,-0.200808514,2.680570841,114.5899799
516,-0.438474458,-0.305952575,22.23272404
517,-0.192841829,1.221384959,56.50844413
518,1.25916713,-0.062053126,8.812113607
519,-1.980796468,-0.887785748,-35.0525083
520,0.882056599,-0.772771883,-7.978622369
521,0.370055888,-0.399449029,-30.05383626
522,-1.18468659,-0.521579678,19.07990608
523,0.025405208,-0.535270165,-25.76428717
524,-0.397271814,-0.637437026,-39.31833476
525,-1.341496726,0.611927193,66.41907175
526,0.047066095,-1.146000427,-64.57244454
527,0.317218215,0.910178908,32.19095243
528,-0.379147563,0.115147873,-0.047723479
529,-0.216731471,-0.470032883,-27.034884
530,0.806563768,-1.684517255,-90.3493741
531,1.201697856,0.406657087,37.39528852
532,0.616459313,1.296149868,33.63634296
533,1.547031497,0.212587046,22.70381812
534,-0.057042868,0.917221542,21.45903784
535,0.867276629,0.051574943,-14.94443206
536,0.767902408,0.037005722,0.565281196
537,-0.297790879,-0.132880578,0.111678556
538,0.610379379,-1.582938397,-84.52374568
539,1.713342722,-0.068241605,-7.387718855
540,0.468304908,2.153119793,106.5308603
541,0.588742407,-1.730276062,-74.423092
542,1.574371237,-0.208285103,-1.149793856
543,-0.854095739,0.313067702,21.5458742
544,1.398562092,-1.649216974,-55.43508594
545,-0.959255393,-0.370164165,-29.08368731
546,0.531042507,0.206690512,6.838657783
547,-2.069985025,1.494484544,56.38510639
548,-0.077854756,-1.018041875,-42.88312572
549,-0.246793558,-0.239296591,-47.87224348
550,-0.390797996,0.252331431,-4.891340617
551,-0.761573388,-1.347925423,-61.29859939
552,-0.968186064,0.480424496,22.64254359
553,-0.126569332,-1.664172985,-74.55750672
554,-1.097496655,-0.41747735,37.75335039
555,-1.102906213,0.71998373,49.87811539
556,2.759355114,0.481115126,24.33579022
557,-0.18718385,0.045758517,4.857556085
558,0.54832813,-0.89581576,-8.783154714
559,0.527004208,0.008627899,6.325325857
560,0.148449581,0.476898369,28.41878004
561,-0.14963454,-0.69456786,-2.676219906
562,-0.052567296,-0.596314038,-26.21150984
563,0.493836776,0.049494982,1.666531061
564,-0.042257152,2.259308951,65.2942995
565,-1.962732009,-0.896369723,-40.99371138
566,-0.400986158,0.460794328,32.19428991
567,-1.353388858,-0.347961856,9.98394536
568,-0.069641578,0.030601824,53.82717113
569,0.439391701,-1.491257593,-38.13697454
570,-0.649337928,-0.448165363,-10.77640404
571,0.774728319,-0.510926181,-0.520070988
572,-0.464337691,-0.803141387,-35.25657773
573,1.199736176,0.873311836,62.96785833
574,1.525957561,0.246766024,-3.909951406
575,0.16464381,1.040086245,51.54128033
576,0.356292817,0.766663182,5.842316052
577,0.540094461,0.434807958,30.5117891
578,-1.093061509,0.396006713,-21.06705585
579,-0.589632042,0.339059256,-11.24868953
580,0.371811081,-0.457640594,1.127979663
581,-0.21274028,-1.613897848,-82.37943342
582,-1.582685642,-1.44657789,-101.4670974
583,-0.878190343,-0.241337791,-14.4437574
584,1.037585667,1.392518449,15.83200698
585,0.8640523,-2.369586905,-112.4427043
586,0.099454457,0.021062021,38.13303537
587,-0.60829115,-0.740866704,-32.54341209
588,0.28005786,0.459584905,11.25069131
589,2.240893199,0.978737984,35.2151608
590,-0.193176702,0.406415494,-3.502639279
591,-0.110389299,-0.782629156,-52.83086516
592,-0.259576982,-0.276432845,-4.977861891
593,-0.71130636,-0.324934958,-1.555937768
594,0.326962595,-0.667720286,-43.62864795
595,0.676433295,-0.635846078,3.384384656
596,-0.589579923,-0.976895387,-45.90803844
597,-0.945615796,-0.370704003,-3.072653995
598,0.135454663,-0.857702623,-14.89308703
599,0.171243545,-0.647053526,3.850838441
600,-1.420017937,-1.048552965,-36.48208103
601,-0.307691277,-0.566439854,-8.19026027
602,-0.436748337,-1.032643102,-34.32869206
603,-0.151357208,0.950088418,38.92769627
604,-0.831957493,-0.159939788,8.815681351
605,1.312470367,-0.897400927,-60.28481545
606,0.005292646,0.821585712,32.01940367
607,0.616886554,0.354757693,9.539414824
608,-0.761492212,-0.291837363,-16.19129894
609,-0.072287008,1.028935493,54.90968186
610,1.769921388,2.52636824,120.750147
611,-1.776388616,-1.638423626,-67.52408909
612,1.950775395,-1.706270191,-40.50185612
613,0.418398011,1.433352503,83.89638911
614,-0.535914562,-1.380430752,-31.60161981
615,1.496139637,-1.490265388,-56.37855134
616,-0.774458969,0.77416061,37.38319811
617,0.524917864,0.269024073,6.965227145
618,0.996759643,-1.133592826,-17.05503847
619,0.558081881,0.926558301,55.46732925
620,0.944479487,2.383144775,95.27480814
621,-0.267594746,0.942468119,43.51105009
622,-0.404032294,2.594424588,112.2778027
623,0.481481474,-0.463595975,-10.06887265
624,-0.391217052,-0.057469518,-10.65610014
625,-0.708385052,0.275666549,28.40273051
626,0.568007359,0.215553054,23.0260533
627,1.216577714,-0.495795495,-25.24094592
628,-0.829964598,-0.424663302,-9.256941091
629,0.477068092,-0.968082118,-59.16277309
630,2.243601895,-1.582494478,-60.46369056
631,0.308751242,-0.114775325,-26.26469321
632,1.374964066,0.895260273,-9.206011737
633,0.782578881,-0.397912099,-64.26473835
634,0.24078751,-0.7994224,-11.80445291
635,0.512717523,0.038127384,23.33133067
636,-0.79550055,1.578865194,51.24686016
637,-0.382025449,-0.143579512,-3.259248391
638,-1.060015823,2.303916698,62.81383043
639,0.30198921,1.669250806,49.74098828
640,-1.226196192,-0.375147117,-36.34507821
641,-2.123890018,1.484925599,68.57523433
642,0.521303748,1.489355962,21.80609399
643,0.238103148,-0.944368491,-14.25800517
644,0.183450254,0.026738383,-47.89944448
645,1.929532054,-0.498032451,-37.30932443
646,0.800297949,-1.4465347,-46.68793299
647,-0.815791542,-0.505358317,-37.9903108
648,-1.570623409,0.643314465,52.34912073
649,1.104578474,0.73035179,24.94733991
